Orthogroup	Brachy	Maize	Rice	Sorghum	Telongatum
OG0000010	BrachyLOC100827384, BrachyLOC100837907, BrachyLOC104583690, BrachyLOC112270551, BrachyLOC112272524	MaizeLOC100383940, MaizeLOC100501330, MaizeLOC103625699, MaizeLOC103626324, MaizeLOC103628205, MaizeLOC103630777, MaizeLOC103630852, MaizeLOC103631562, MaizeLOC103633103, MaizeLOC103634886, MaizeLOC103635486, MaizeLOC103636157, MaizeLOC103636620, MaizeLOC103639798, MaizeLOC103640870, MaizeLOC103641769, MaizeLOC103642267, MaizeLOC103643361, MaizeLOC103643849, MaizeLOC103644253, MaizeLOC103644320, MaizeLOC103646196, MaizeLOC103647643, MaizeLOC103649217, MaizeLOC103649263, MaizeLOC103652241, MaizeLOC103653487, MaizeLOC103653877, MaizeLOC103654316, MaizeLOC103654370, MaizeLOC103655371, MaizeLOC103655731, MaizeLOC109939330, MaizeLOC109939345, MaizeLOC109940757, MaizeLOC109941677, MaizeLOC109945115, MaizeLOC109945651, MaizeLOC118476262, MaizeLOC118476783	RiceLOC107279197, RiceLOC107279348, RiceLOC107279559, RiceLOC107280272, RiceLOC107280671, RiceLOC107281937, RiceLOC112936652, RiceLOC112936687, RiceLOC112936911, RiceLOC112937007, RiceLOC112937649, RiceLOC112937657, RiceLOC112938774, RiceLOC4325229, RiceLOC4327373, RiceLOC4334834, RiceLOC4342616, RiceLOC9266376, RiceLOC9266816, RiceLOC9266862, RiceLOC9269106, RiceLOC9271525, RiceLOC9272338, RiceLOC9272471	SorghumLOC110432412, SorghumLOC8072942, SorghumLOC8073563, SorghumLOC8077029, SorghumLOC8081785	GWHGABKY002632, GWHGABKY030958, GWHGABKY042496
OG0000011	BrachyLOC100823483, BrachyLOC100835808, BrachyLOC100840668, BrachyLOC104583695	MaizeLOC100280973, MaizeLOC100284354, MaizeLOC100285357, MaizeLOC100286204, MaizeLOC100286224, MaizeLOC100286227, MaizeLOC103627516, MaizeLOC103638952, MaizeLOC103638954, MaizeLOC103638956, MaizeLOC103641995, MaizeLOC107546763, MaizeLOC542597	RiceLOC107275873, RiceLOC107277678, RiceLOC107277753, RiceLOC4330226, RiceLOC4331301, RiceLOC4331302, RiceLOC4331303, RiceLOC4336614, RiceLOC4336615, RiceLOC4348381, RiceLOC4348382, RiceLOC4349324, RiceLOC4349325, RiceLOC4349326, RiceLOC4349327, RiceLOC4349329, RiceLOC4349330, RiceLOC4349331, RiceLOC9267484	SorghumLOC110429517, SorghumLOC110429907, SorghumLOC110429908, SorghumLOC110429909, SorghumLOC110433804, SorghumLOC110434885, SorghumLOC110434886, SorghumLOC8055972, SorghumLOC8058112, SorghumLOC8058113, SorghumLOC8070668, SorghumLOC8073943, SorghumLOC8073944, SorghumLOC8073945, SorghumLOC8073946, SorghumLOC8076219, SorghumLOC8083379, SorghumLOC8083380	GWHGABKY002587, GWHGABKY002594, GWHGABKY003972, GWHGABKY024257, GWHGABKY024258, GWHGABKY024259, GWHGABKY024260, GWHGABKY024559, GWHGABKY024560, GWHGABKY024561, GWHGABKY024562, GWHGABKY024563, GWHGABKY024564, GWHGABKY024565, GWHGABKY024566, GWHGABKY024567, GWHGABKY024568, GWHGABKY028670, GWHGABKY042768, GWHGABKY042770, GWHGABKY042771, GWHGABKY042772
OG0000012	BrachyLOC112268941	MaizeLOC100303785, MaizeLOC103625696, MaizeLOC103626444, MaizeLOC103628281, MaizeLOC103628548, MaizeLOC103629473, MaizeLOC103629474, MaizeLOC103629751, MaizeLOC103629758, MaizeLOC103631312, MaizeLOC103631351, MaizeLOC103632698, MaizeLOC103634453, MaizeLOC103636351, MaizeLOC103636353, MaizeLOC103639825, MaizeLOC103639835, MaizeLOC103640583, MaizeLOC103640751, MaizeLOC103641561, MaizeLOC103641652, MaizeLOC103643466, MaizeLOC103643467, MaizeLOC103644692, MaizeLOC103645298, MaizeLOC103645533, MaizeLOC103646756, MaizeLOC103647279, MaizeLOC103647280, MaizeLOC103648163, MaizeLOC103649088, MaizeLOC103649478, MaizeLOC103650606, MaizeLOC103651202, MaizeLOC103651815, MaizeLOC103652651, MaizeLOC103654091, MaizeLOC103654406, MaizeLOC103655116, MaizeLOC103655772, MaizeLOC109939806, MaizeLOC109939949, MaizeLOC109940522, MaizeLOC109940827, MaizeLOC109941220, MaizeLOC109941543, MaizeLOC109943632, MaizeLOC109943663, MaizeLOC109943744, MaizeLOC109943793, MaizeLOC109944046, MaizeLOC109945499, MaizeLOC109945677, MaizeLOC109945923, MaizeLOC111591321, MaizeLOC118473194, MaizeLOC118473202	RiceLOC107275805, RiceLOC107278306, RiceLOC107281353, RiceLOC112939078, RiceLOC4345379, RiceLOC9267638, RiceLOC9271452	SorghumLOC110433279, SorghumLOC110437600, SorghumLOC8058046, SorghumLOC8070455, SorghumLOC8072946, SorghumLOC8076785, SorghumLOC8078188, SorghumLOC8079077, SorghumLOC8085124	
OG0000013	BrachyLOC100824914, BrachyLOC100825363, BrachyLOC100826644, BrachyLOC100828762, BrachyLOC100838372, BrachyLOC100840408, BrachyLOC104585337, BrachyLOC112270533	MaizeLOC100275128, MaizeLOC103626904, MaizeLOC103628608, MaizeLOC103628642, MaizeLOC103630090, MaizeLOC103631041, MaizeLOC103632007, MaizeLOC103632051, MaizeLOC103632328, MaizeLOC103632553, MaizeLOC103632594, MaizeLOC103632645, MaizeLOC103634081, MaizeLOC103635030, MaizeLOC103638237, MaizeLOC103638358, MaizeLOC103638359, MaizeLOC103638469, MaizeLOC103638641, MaizeLOC103642009, MaizeLOC103642340, MaizeLOC103643970, MaizeLOC103644992, MaizeLOC103645089, MaizeLOC103645357, MaizeLOC103648464, MaizeLOC103648812, MaizeLOC103649371, MaizeLOC103650220, MaizeLOC103650297, MaizeLOC103650730, MaizeLOC103651506, MaizeLOC103651876, MaizeLOC103652683, MaizeLOC103653570, MaizeLOC103653812, MaizeLOC103654752, MaizeLOC103655270, MaizeLOC103655282, MaizeLOC103655566, MaizeLOC103655739, MaizeLOC109939251, MaizeLOC109940500, MaizeLOC109941017, MaizeLOC109941252, MaizeLOC109942364, MaizeLOC109942850, MaizeLOC109945126, MaizeLOC111591172, MaizeLOC118472056, MaizeLOC118475691	RiceLOC4330403, RiceLOC4344953, RiceLOC4348246, RiceLOC4352075, RiceLOC9268328	SorghumLOC110431371, SorghumLOC110431621, SorghumLOC110431921, SorghumLOC110434206, SorghumLOC110437525, SorghumLOC8054464, SorghumLOC8068827	GWHGABKY032111
OG0000014	BrachyLOC100828459, BrachyLOC100828972, BrachyLOC100831257, BrachyLOC100831729, BrachyLOC100832159, BrachyLOC100835591, BrachyLOC100835898, BrachyLOC100836509, BrachyLOC100836630, BrachyLOC100836821, BrachyLOC104582103, BrachyLOC104582368, BrachyLOC104585431, BrachyLOC112268520		RiceLOC107277498, RiceLOC4337753, RiceLOC4337754, RiceLOC4337948, RiceLOC4337950, RiceLOC4337964, RiceLOC4337965, RiceLOC4337966, RiceLOC4343471, RiceLOC4343472, RiceLOC4343473, RiceLOC9270454	SorghumLOC110430362, SorghumLOC8063194, SorghumLOC8063195, SorghumLOC8063205, SorghumLOC8064566, SorghumLOC8065143, SorghumLOC8066242, SorghumLOC8075143, SorghumLOC8076295, SorghumLOC8076297, SorghumLOC8079895, SorghumLOC8079920	GWHGABKY000545, GWHGABKY001245, GWHGABKY004485, GWHGABKY004486, GWHGABKY004930, GWHGABKY004931, GWHGABKY004932, GWHGABKY004933, GWHGABKY005281, GWHGABKY007141, GWHGABKY007142, GWHGABKY018439, GWHGABKY018441, GWHGABKY019778, GWHGABKY022618, GWHGABKY034508, GWHGABKY038548, GWHGABKY038551, GWHGABKY038554, GWHGABKY038556, GWHGABKY038656, GWHGABKY039152, GWHGABKY039154, GWHGABKY042241, GWHGABKY042750, GWHGABKY042751, GWHGABKY042756, GWHGABKY042757, GWHGABKY042758, GWHGABKY042760, GWHGABKY042840, GWHGABKY043649, GWHGABKY043650
OG0000015	BrachyLOC100825800, BrachyLOC100826679, BrachyLOC100828791, BrachyLOC100829289, BrachyLOC100829931, BrachyLOC100830542, BrachyLOC100834710, BrachyLOC100837337, BrachyLOC100840958, BrachyLOC100846743	MaizeLOC100192589, MaizeLOC100192746, MaizeLOC100194139, MaizeLOC100381287, MaizeLOC103627323, MaizeLOC103629514, MaizeLOC103636448, MaizeLOC103638044, MaizeLOC103638137, MaizeLOC103641629, MaizeLOC103641644, MaizeLOC103646477, MaizeLOC103653610, MaizeLOC107648867	RiceLOC4325069, RiceLOC4333019, RiceLOC4338913, RiceLOC4340006, RiceLOC4340203, RiceLOC4349820, RiceLOC9269345, RiceLOC9271591	SorghumLOC110433573, SorghumLOC110436307, SorghumLOC8058523, SorghumLOC8064241, SorghumLOC8068386, SorghumLOC8070857, SorghumLOC8071357, SorghumLOC8073013, SorghumLOC8074004, SorghumLOC8075135, SorghumLOC8077114	GWHGABKY002826, GWHGABKY003288, GWHGABKY003289, GWHGABKY004330, GWHGABKY004334, GWHGABKY004336, GWHGABKY004352, GWHGABKY004354, GWHGABKY009554, GWHGABKY014968, GWHGABKY016340, GWHGABKY017616, GWHGABKY022898, GWHGABKY023209, GWHGABKY031928, GWHGABKY032279, GWHGABKY032301, GWHGABKY033449, GWHGABKY037850, GWHGABKY038281, GWHGABKY038282, GWHGABKY038781, GWHGABKY038862, GWHGABKY042282
OG0000016	BrachyLOC100823315, BrachyLOC100824697, BrachyLOC100829799, BrachyLOC100831084, BrachyLOC100838029, BrachyLOC100843591, BrachyLOC100845127, BrachyLOC100845838, BrachyLOC104584388	MaizeLOC100192931, MaizeLOC100278340, MaizeLOC100282268, MaizeLOC103631010, MaizeLOC103633162, MaizeLOC103634846, MaizeLOC103635780, MaizeLOC103636523, MaizeLOC103646024, MaizeLOC103646028, MaizeLOC103649716, MaizeLOC103651039	RiceLOC4327457, RiceLOC4330345, RiceLOC4331427, RiceLOC4336777, RiceLOC4339029, RiceLOC4339049, RiceLOC4347135, RiceLOC4347799, RiceLOC4349248, RiceLOC9270544	SorghumLOC8056567, SorghumLOC8056569, SorghumLOC8058810, SorghumLOC8060296, SorghumLOC8060440, SorghumLOC8061791, SorghumLOC8073205, SorghumLOC8074181, SorghumLOC8077977, SorghumLOC8078508, SorghumLOC8085439	GWHGABKY002495, GWHGABKY003444, GWHGABKY003495, GWHGABKY003530, GWHGABKY003531, GWHGABKY004333, GWHGABKY004335, GWHGABKY004373, GWHGABKY010432, GWHGABKY010690, GWHGABKY011296, GWHGABKY014967, GWHGABKY017248, GWHGABKY024074, GWHGABKY024075, GWHGABKY028222, GWHGABKY028744, GWHGABKY028745, GWHGABKY028746, GWHGABKY028748, GWHGABKY028753, GWHGABKY028813, GWHGABKY032157, GWHGABKY032184
OG0000017	BrachyLOC100822114, BrachyLOC100824951, BrachyLOC100827978, BrachyLOC100828282, BrachyLOC100828587, BrachyLOC100828885, BrachyLOC100829183, BrachyLOC100829361, BrachyLOC100833423, BrachyLOC100834557, BrachyLOC100836147, BrachyLOC112269279	MaizeLOC103651566	RiceLOC4325954, RiceLOC4335171, RiceLOC4335172, RiceLOC4335173	SorghumLOC8061266, SorghumLOC8066288, SorghumLOC8067737, SorghumLOC8067738, SorghumLOC8068452, SorghumLOC8074749, SorghumLOC8080530, SorghumLOC8082194, SorghumLOC8083427, SorghumLOC8084266	GWHGABKY003230, GWHGABKY006384, GWHGABKY006392, GWHGABKY006433, GWHGABKY018158, GWHGABKY018159, GWHGABKY018160, GWHGABKY018386, GWHGABKY018500, GWHGABKY018501, GWHGABKY018502, GWHGABKY018503, GWHGABKY018504, GWHGABKY018505, GWHGABKY018509, GWHGABKY018510, GWHGABKY018512, GWHGABKY018513, GWHGABKY018516, GWHGABKY018517, GWHGABKY018519, GWHGABKY018520, GWHGABKY018528, GWHGABKY018530, GWHGABKY018531, GWHGABKY018532, GWHGABKY021135, GWHGABKY021183, GWHGABKY021184, GWHGABKY021186, GWHGABKY022573, GWHGABKY023097, GWHGABKY024220, GWHGABKY025405, GWHGABKY038352, GWHGABKY041908, GWHGABKY041909
OG0000018	BrachyLOC100822701, BrachyLOC100823020, BrachyLOC100823333, BrachyLOC100833340, BrachyLOC104581644, BrachyLOC104582247, BrachyLOC106865771, BrachyLOC112269988, BrachyLOC112270534, BrachyLOC112270535, BrachyLOC112270536, BrachyLOC112270539, BrachyLOC112270552	MaizeLOC100277118, MaizeLOC100278185, MaizeLOC100278603, MaizeLOC100501793, MaizeLOC103637921, MaizeLOC103637922, MaizeLOC103638033, MaizeLOC103638040	RiceLOC107277928, RiceLOC107278189, RiceLOC107281362, RiceLOC4340212, RiceLOC4340213	SorghumLOC110430933, SorghumLOC8060346, SorghumLOC8070867, SorghumLOC8071360, SorghumLOC8071361, SorghumLOC8071365, SorghumLOC8071371, SorghumLOC8076155	GWHGABKY006689, GWHGABKY006690, GWHGABKY006691, GWHGABKY007377, GWHGABKY037976, GWHGABKY038408, GWHGABKY038409, GWHGABKY038410, GWHGABKY038414, GWHGABKY038441, GWHGABKY038443, GWHGABKY038511, GWHGABKY038512, GWHGABKY038514, GWHGABKY038516, GWHGABKY038517, GWHGABKY038518, GWHGABKY038519, GWHGABKY038520, GWHGABKY038521, GWHGABKY038601, GWHGABKY038619, GWHGABKY038621, GWHGABKY038684, GWHGABKY042249, GWHGABKY043015
OG0000019	BrachyLOC100838563, BrachyLOC104581418, BrachyLOC104583214	MaizeLOC100384275, MaizeLOC103625984, MaizeLOC103626115, MaizeLOC103632134, MaizeLOC103634920, MaizeLOC103635332, MaizeLOC103638786, MaizeLOC103639396, MaizeLOC103640339, MaizeLOC103641569, MaizeLOC103642238, MaizeLOC103643984, MaizeLOC103644100, MaizeLOC103644816, MaizeLOC103645340, MaizeLOC103645793, MaizeLOC103646514, MaizeLOC103649305, MaizeLOC103649637, MaizeLOC103650582, MaizeLOC103651331, MaizeLOC103651528, MaizeLOC103653204, MaizeLOC103654148, MaizeLOC103655949, MaizeLOC103656021, MaizeLOC109940635, MaizeLOC109940961, MaizeLOC109941051, MaizeLOC109941422, MaizeLOC109941972, MaizeLOC109943075, MaizeLOC109944326, MaizeLOC109945524, MaizeLOC109945886, MaizeLOC109945967, MaizeLOC118471975, MaizeLOC118472317, MaizeLOC118473031, MaizeLOC118473033, MaizeLOC118473060, MaizeLOC118473075, MaizeLOC118473169, MaizeLOC118473195, MaizeLOC118473471, MaizeLOC118476665		SorghumLOC110431432, SorghumLOC110432224, SorghumLOC8055923, SorghumLOC8057863, SorghumLOC8061322, SorghumLOC8062729, SorghumLOC8070618, SorghumLOC8072439, SorghumLOC8084359	GWHGABKY043862, GWHGABKY043863
OG0000020	BrachyLOC100823811, BrachyLOC100827576, BrachyLOC100829292, BrachyLOC100829959, BrachyLOC100839381, BrachyLOC100841029	MaizeLOC100273491, MaizeLOC100273745, MaizeLOC100501614, MaizeLOC103647911	RiceLOC4324495, RiceLOC4324500, RiceLOC4324502, RiceLOC4324504, RiceLOC4324510, RiceLOC4324512, RiceLOC4327384, RiceLOC4339681, RiceLOC4345904	SorghumLOC8055359, SorghumLOC8057774, SorghumLOC8072250, SorghumLOC8075145, SorghumLOC8079038, SorghumLOC8080638, SorghumLOC8084914	GWHGABKY002378, GWHGABKY002824, GWHGABKY002827, GWHGABKY003416, GWHGABKY004351, GWHGABKY004440, GWHGABKY004442, GWHGABKY004444, GWHGABKY004446, GWHGABKY004447, GWHGABKY004685, GWHGABKY004692, GWHGABKY009473, GWHGABKY014223, GWHGABKY017393, GWHGABKY017397, GWHGABKY020430, GWHGABKY022410, GWHGABKY023208, GWHGABKY029143, GWHGABKY031879, GWHGABKY031987, GWHGABKY031988, GWHGABKY031990, GWHGABKY032302, GWHGABKY035693, GWHGABKY042880, GWHGABKY042881, GWHGABKY042883, GWHGABKY043014
OG0000021	BrachyLOC100824175, BrachyLOC100835042, BrachyLOC100837586, BrachyLOC104581977, BrachyLOC104584086, BrachyLOC104584996, BrachyLOC112270106, BrachyLOC112270219	MaizeLOC103632676, MaizeLOC103639893, MaizeLOC109939747, MaizeLOC118472237, MaizeLOC118472910, MaizeLOC118476412	RiceLOC107278990, RiceLOC107279258, RiceLOC107279281, RiceLOC107280508, RiceLOC107281359, RiceLOC107281585, RiceLOC107281650, RiceLOC112936805, RiceLOC112936885, RiceLOC112938741	SorghumLOC110429868, SorghumLOC110430473, SorghumLOC110430474, SorghumLOC110430707, SorghumLOC110430761, SorghumLOC110430799, SorghumLOC110430906, SorghumLOC110430970, SorghumLOC110431157, SorghumLOC110431772, SorghumLOC110431802, SorghumLOC110431896, SorghumLOC110432428, SorghumLOC110432711, SorghumLOC110432779, SorghumLOC110432821, SorghumLOC110433539, SorghumLOC110433544, SorghumLOC110433598, SorghumLOC110433742, SorghumLOC110434019, SorghumLOC110434464, SorghumLOC110435725, SorghumLOC110435851, SorghumLOC110436248, SorghumLOC110436376, SorghumLOC110436567, SorghumLOC110437307, SorghumLOC110437361, SorghumLOC110437480	GWHGABKY037102
OG0000022	BrachyLOC100824374, BrachyLOC100824676, BrachyLOC100830200, BrachyLOC100831120, BrachyLOC100831898, BrachyLOC104583263	MaizeLOC100502534, MaizeLOC103635420, MaizeLOC103648099, MaizeLOC103648111, MaizeLOC103648130, MaizeLOC111589241, MaizeLOC118476265	RiceLOC112936679, RiceLOC4344460, RiceLOC4344477, RiceLOC4345067, RiceLOC4349007, RiceLOC4349026, RiceLOC9266167, RiceLOC9272629	SorghumLOC110435621, SorghumLOC8057874, SorghumLOC8060742, SorghumLOC8060761, SorghumLOC8065791, SorghumLOC8069268, SorghumLOC8069275, SorghumLOC8069278, SorghumLOC8069282, SorghumLOC8071980, SorghumLOC8075031, SorghumLOC8085616, SorghumLOC8085624, SorghumLOC8085642	GWHGABKY000473, GWHGABKY000775, GWHGABKY000776, GWHGABKY000777, GWHGABKY000783, GWHGABKY000800, GWHGABKY000803, GWHGABKY000807, GWHGABKY000922, GWHGABKY000924, GWHGABKY000935, GWHGABKY000939, GWHGABKY000940, GWHGABKY000942, GWHGABKY001021, GWHGABKY012093, GWHGABKY012094, GWHGABKY032509, GWHGABKY035256
OG0000023	BrachyLOC100824738, BrachyLOC100832623, BrachyLOC100833353, BrachyLOC100834576, BrachyLOC100834878, BrachyLOC100835185, BrachyLOC100835214, BrachyLOC104581490	MaizeLOC100501128, MaizeLOC103633167, MaizeLOC103641000, MaizeLOC103641631, MaizeLOC103641637, MaizeLOC103642745, MaizeLOC103651777, MaizeLOC109939227, MaizeLOC109942750	RiceLOC107275903, RiceLOC107276012, RiceLOC107276251, RiceLOC107279077, RiceLOC107280541, RiceLOC107280640, RiceLOC107280641, RiceLOC107280764, RiceLOC107280791, RiceLOC4335824, RiceLOC4335826, RiceLOC4335830, RiceLOC4335831, RiceLOC4348360	SorghumLOC8058146, SorghumLOC8059127, SorghumLOC8069620, SorghumLOC8073017, SorghumLOC8073019, SorghumLOC8080680	GWHGABKY005617, GWHGABKY007344, GWHGABKY009326, GWHGABKY009328, GWHGABKY009329, GWHGABKY009330, GWHGABKY009331, GWHGABKY012021, GWHGABKY012285, GWHGABKY012287, GWHGABKY042112, GWHGABKY042117, GWHGABKY042124, GWHGABKY042127, GWHGABKY042130, GWHGABKY042508
OG0000024	BrachyLOC100821404, BrachyLOC100821934, BrachyLOC100825594, BrachyLOC100829625, BrachyLOC100837604, BrachyLOC100840741, BrachyLOC100841236, BrachyLOC100845732, BrachyLOC104582775	MaizeLOC100277508, MaizeLOC100278599	RiceLOC107276254, RiceLOC112937368, RiceLOC112939663, RiceLOC112939686, RiceLOC4336018, RiceLOC4344104, RiceLOC4346494, RiceLOC4346560, RiceLOC4348327, RiceLOC9267194, RiceLOC9267888	SorghumLOC110434940, SorghumLOC8055601, SorghumLOC8069977, SorghumLOC8069978, SorghumLOC8072989, SorghumLOC8074213, SorghumLOC8075867, SorghumLOC8078917, SorghumLOC8081472, SorghumLOC8082175	GWHGABKY003547, GWHGABKY005055, GWHGABKY017132, GWHGABKY018331, GWHGABKY018332, GWHGABKY018333, GWHGABKY018592, GWHGABKY025055, GWHGABKY026343, GWHGABKY027989, GWHGABKY027990, GWHGABKY027992, GWHGABKY032259, GWHGABKY033012, GWHGABKY033154, GWHGABKY034184, GWHGABKY034940, GWHGABKY038744, GWHGABKY038876, GWHGABKY039817
OG0000025	BrachyLOC100820856, BrachyLOC100823633, BrachyLOC100825870, BrachyLOC100826957, BrachyLOC100827260, BrachyLOC100827832, BrachyLOC100829445, BrachyLOC100840319, BrachyLOC100840874, BrachyLOC100845443, BrachyLOC100845744, BrachyLOC100846049, BrachyLOC104583092, BrachyLOC106866768, BrachyLOC112269764, BrachyLOC112271649, BrachyLOC112272418	MaizeLOC103635804	RiceLOC107276240, RiceLOC107276363, RiceLOC107277026, RiceLOC107281592, RiceLOC4342935, RiceLOC4342936, RiceLOC4342937, RiceLOC9271169	SorghumLOC110432608, SorghumLOC8054444, SorghumLOC8054446, SorghumLOC8057276, SorghumLOC8057279, SorghumLOC8057282, SorghumLOC8057283, SorghumLOC8057285, SorghumLOC8057291, SorghumLOC8059724, SorghumLOC8059872, SorghumLOC8071234, SorghumLOC8072063, SorghumLOC8076015, SorghumLOC8076193, SorghumLOC8081740, SorghumLOC8081741, SorghumLOC8081837, SorghumLOC8083575, SorghumLOC8084277, SorghumLOC8084608	GWHGABKY003671, GWHGABKY025601, GWHGABKY032984, GWHGABKY041938, GWHGABKY043273
OG0000026	BrachyLOC100825465, BrachyLOC100830214, BrachyLOC100836756, BrachyLOC100843221, BrachyLOC104583209, BrachyLOC104584833, BrachyLOC112268721	MaizeLOC118476196	RiceLOC107277852, RiceLOC107278934, RiceLOC107279102, RiceLOC107279199, RiceLOC107279330, RiceLOC107279356, RiceLOC107279367, RiceLOC107279639, RiceLOC107279640, RiceLOC107279673, RiceLOC107279761, RiceLOC107279763, RiceLOC107279764, RiceLOC107279770, RiceLOC107279985, RiceLOC107280737, RiceLOC107280832, RiceLOC107280842, RiceLOC107281078, RiceLOC107281079, RiceLOC107281260, RiceLOC107281394, RiceLOC107281397, RiceLOC107281749, RiceLOC107281917, RiceLOC107282047, RiceLOC107282049, RiceLOC112936644, RiceLOC112936937, RiceLOC112937419, RiceLOC112937421, RiceLOC112937837, RiceLOC112937922, RiceLOC112938689, RiceLOC112938700, RiceLOC112939321, RiceLOC112939402, RiceLOC112939432	SorghumLOC110430938, SorghumLOC110432623, SorghumLOC110435992, SorghumLOC110436687	GWHGABKY014736, GWHGABKY030185
OG0000027	BrachyLOC100842740, BrachyLOC104582585, BrachyLOC104583105, BrachyLOC112270708	MaizeLOC100273472, MaizeLOC100274863, MaizeLOC100276496, MaizeLOC100277404, MaizeLOC100278580, MaizeLOC100279579, MaizeLOC100279938, MaizeLOC100284032, MaizeLOC100382322, MaizeLOC103630451, MaizeLOC103630453, MaizeLOC103644532, MaizeLOC103652820	RiceLOC107276139, RiceLOC107280028, RiceLOC107280851, RiceLOC107280978, RiceLOC107280979, RiceLOC107280980, RiceLOC107280981, RiceLOC107280982, RiceLOC107280984, RiceLOC107280985, RiceLOC107280986, RiceLOC107280996, RiceLOC107280999, RiceLOC107281000, RiceLOC107281007, RiceLOC107281009, RiceLOC112937650, RiceLOC4324207, RiceLOC4325903, RiceLOC4327175, RiceLOC4339134, RiceLOC4339135, RiceLOC4339455, RiceLOC4339660, RiceLOC4352087, RiceLOC9268982, RiceLOC9270344, RiceLOC9272085	SorghumLOC8057174, SorghumLOC8060131, SorghumLOC8071545, SorghumLOC8071552	GWHGABKY015731, GWHGABKY016080
OG0000028	BrachyLOC100836160, BrachyLOC100836197, BrachyLOC100837087, BrachyLOC100838302, BrachyLOC100843891, BrachyLOC100845302, BrachyLOC104584067, BrachyLOC106865848		RiceLOC107275583, RiceLOC107277132, RiceLOC107277918, RiceLOC4344979, RiceLOC4344980, RiceLOC4344981, RiceLOC4344984	SorghumLOC110436823, SorghumLOC8056363, SorghumLOC8068767, SorghumLOC8072174, SorghumLOC8072180, SorghumLOC8072182, SorghumLOC8073235, SorghumLOC8073246, SorghumLOC8073247, SorghumLOC8082093, SorghumLOC8086068, SorghumLOC8086069, SorghumLOC8086070, SorghumLOC8086071, SorghumLOC8086077	GWHGABKY006448, GWHGABKY010139, GWHGABKY012256, GWHGABKY012258, GWHGABKY013357, GWHGABKY018576, GWHGABKY025258, GWHGABKY029925, GWHGABKY029926, GWHGABKY029929, GWHGABKY030047, GWHGABKY030049, GWHGABKY033595, GWHGABKY037277, GWHGABKY038921, GWHGABKY043168, GWHGABKY043172, GWHGABKY043173, GWHGABKY043183, GWHGABKY043184
OG0000029	BrachyLOC100828746, BrachyLOC100830070, BrachyLOC100831230, BrachyLOC100836713, BrachyLOC100844375, BrachyLOC100846783, BrachyLOC104581329, BrachyLOC104582684, BrachyLOC104583245, BrachyLOC104583246, BrachyLOC104583290, BrachyLOC104583291, BrachyLOC104584500, BrachyLOC106865883, BrachyLOC112268530, BrachyLOC112268560, BrachyLOC112269868, BrachyLOC112270002, BrachyLOC112270687, BrachyLOC112271727, BrachyLOC112272425		RiceLOC112936619, RiceLOC112937985, RiceLOC112938763, RiceLOC112938787, RiceLOC112939008, RiceLOC112939064, RiceLOC112939328, RiceLOC4335561	SorghumLOC110430597, SorghumLOC110434351, SorghumLOC110435710, SorghumLOC8060737, SorghumLOC8064587, SorghumLOC8077566, SorghumLOC8082895, SorghumLOC8083183, SorghumLOC8086490	GWHGABKY001129, GWHGABKY007807, GWHGABKY019639, GWHGABKY028421, GWHGABKY029404, GWHGABKY030564, GWHGABKY032385, GWHGABKY032677, GWHGABKY034270, GWHGABKY035287, GWHGABKY035608, GWHGABKY037446
OG0000030	BrachyLOC100835735, BrachyLOC104582270	MaizeLOC103625785, MaizeLOC103627675, MaizeLOC103628115, MaizeLOC103628594, MaizeLOC103630145, MaizeLOC103630186, MaizeLOC103633038, MaizeLOC103633377, MaizeLOC103634041, MaizeLOC103636472, MaizeLOC103638232, MaizeLOC103638263, MaizeLOC103641151, MaizeLOC103641746, MaizeLOC103642080, MaizeLOC103642505, MaizeLOC103643262, MaizeLOC103643368, MaizeLOC103645342, MaizeLOC103646249, MaizeLOC103646443, MaizeLOC103648186, MaizeLOC103649942, MaizeLOC103654131, MaizeLOC103655402, MaizeLOC109939353, MaizeLOC109940221, MaizeLOC109940233, MaizeLOC109941900, MaizeLOC109944827, MaizeLOC118471896, MaizeLOC118476981		SorghumLOC110433614, SorghumLOC110434744, SorghumLOC8054154, SorghumLOC8055100, SorghumLOC8057237, SorghumLOC8059968, SorghumLOC8062773, SorghumLOC8066208, SorghumLOC8071562, SorghumLOC8071677, SorghumLOC8072119, SorghumLOC8072840, SorghumLOC8077834, SorghumLOC8082506, SorghumLOC8084939, SorghumLOC8085487	
